gxp_id,datetime,capacity_MW,gxp_headroom_MW,tariff_base_nzd_per_MWh
EDN0331,2020-01-01T00:00:00,33.250000,12.248387,102.000000
EDN0331,2020-01-01T01:00:00,33.250000,12.232655,102.000000
EDN0331,2020-01-01T02:00:00,33.250000,12.416429,102.000000
EDN0331,2020-01-01T03:00:00,33.250000,12.979277,102.000000
EDN0331,2020-01-01T04:00:00,33.250000,12.330759,102.000000
EDN0331,2020-01-01T05:00:00,33.250000,11.207292,102.000000
EDN0331,2020-01-01T06:00:00,33.250000,10.302969,132.000000
EDN0331,2020-01-01T07:00:00,33.250000,9.996659,162.000000
EDN0331,2020-01-01T08:00:00,33.250000,10.858845,162.000000
EDN0331,2020-01-01T09:00:00,33.250000,11.776612,162.000000
EDN0331,2020-01-01T10:00:00,33.250000,12.203422,132.000000
EDN0331,2020-01-01T11:00:00,33.250000,12.581816,132.000000
EDN0331,2020-01-01T12:00:00,33.250000,12.585072,132.000000
EDN0331,2020-01-01T13:00:00,33.250000,12.259362,132.000000
EDN0331,2020-01-01T14:00:00,33.250000,11.191167,132.000000
EDN0331,2020-01-01T15:00:00,33.250000,10.270342,132.000000
EDN0331,2020-01-01T16:00:00,33.250000,10.307536,132.000000
EDN0331,2020-01-01T17:00:00,33.250000,10.728918,162.000000
EDN0331,2020-01-01T18:00:00,33.250000,11.011888,162.000000
EDN0331,2020-01-01T19:00:00,33.250000,10.951304,162.000000
EDN0331,2020-01-01T20:00:00,33.250000,11.202548,132.000000
EDN0331,2020-01-01T21:00:00,33.250000,11.474018,132.000000
EDN0331,2020-01-01T22:00:00,33.250000,11.360390,102.000000
EDN0331,2020-01-01T23:00:00,33.250000,11.647774,102.000000
EDN0331,2020-01-02T00:00:00,33.250000,12.089549,102.000000
EDN0331,2020-01-02T01:00:00,33.250000,12.380474,102.000000
EDN0331,2020-01-02T02:00:00,33.250000,12.409393,102.000000
EDN0331,2020-01-02T03:00:00,33.250000,12.427734,102.000000
EDN0331,2020-01-02T04:00:00,33.250000,12.376862,102.000000
EDN0331,2020-01-02T05:00:00,33.250000,11.610249,102.000000
EDN0331,2020-01-02T06:00:00,33.250000,11.208607,132.000000
EDN0331,2020-01-02T07:00:00,33.250000,11.320315,162.000000
EDN0331,2020-01-02T08:00:00,33.250000,12.507489,162.000000
EDN0331,2020-01-02T09:00:00,33.250000,13.056610,162.000000
EDN0331,2020-01-02T10:00:00,33.250000,13.355910,132.000000
EDN0331,2020-01-02T11:00:00,33.250000,13.378610,132.000000
EDN0331,2020-01-02T12:00:00,33.250000,13.158273,132.000000
EDN0331,2020-01-02T13:00:00,33.250000,13.040953,132.000000
EDN0331,2020-01-02T14:00:00,33.250000,12.158638,132.000000
EDN0331,2020-01-02T15:00:00,33.250000,11.410474,132.000000
EDN0331,2020-01-02T16:00:00,33.250000,10.944656,132.000000
EDN0331,2020-01-02T17:00:00,33.250000,11.299806,162.000000
EDN0331,2020-01-02T18:00:00,33.250000,11.585437,162.000000
EDN0331,2020-01-02T19:00:00,33.250000,11.490538,162.000000
EDN0331,2020-01-02T20:00:00,33.250000,11.738596,132.000000
EDN0331,2020-01-02T21:00:00,33.250000,12.120764,132.000000
EDN0331,2020-01-02T22:00:00,33.250000,12.416077,102.000000
EDN0331,2020-01-02T23:00:00,33.250000,12.278950,102.000000
EDN0331,2020-01-03T00:00:00,33.250000,12.302488,102.000000
EDN0331,2020-01-03T01:00:00,33.250000,12.780251,102.000000
EDN0331,2020-01-03T02:00:00,33.250000,12.802757,102.000000
EDN0331,2020-01-03T03:00:00,33.250000,13.066236,102.000000
EDN0331,2020-01-03T04:00:00,33.250000,12.659607,102.000000
EDN0331,2020-01-03T05:00:00,33.250000,11.741436,102.000000
EDN0331,2020-01-03T06:00:00,33.250000,10.860852,132.000000
EDN0331,2020-01-03T07:00:00,33.250000,11.065147,162.000000
EDN0331,2020-01-03T08:00:00,33.250000,12.298768,162.000000
EDN0331,2020-01-03T09:00:00,33.250000,13.297737,162.000000
EDN0331,2020-01-03T10:00:00,33.250000,13.638493,132.000000
EDN0331,2020-01-03T11:00:00,33.250000,13.789544,132.000000
EDN0331,2020-01-03T12:00:00,33.250000,13.754945,132.000000
EDN0331,2020-01-03T13:00:00,33.250000,13.529806,132.000000
EDN0331,2020-01-03T14:00:00,33.250000,12.625932,132.000000
EDN0331,2020-01-03T15:00:00,33.250000,11.565348,132.000000
EDN0331,2020-01-03T16:00:00,33.250000,11.206828,132.000000
EDN0331,2020-01-03T17:00:00,33.250000,11.546866,162.000000
EDN0331,2020-01-03T18:00:00,33.250000,12.026696,162.000000
EDN0331,2020-01-03T19:00:00,33.250000,11.616371,162.000000
EDN0331,2020-01-03T20:00:00,33.250000,11.433328,132.000000
EDN0331,2020-01-03T21:00:00,33.250000,12.154856,132.000000
EDN0331,2020-01-03T22:00:00,33.250000,12.401712,102.000000
EDN0331,2020-01-03T23:00:00,33.250000,12.536433,102.000000
EDN0331,2020-01-04T00:00:00,33.250000,13.454296,102.000000
EDN0331,2020-01-04T01:00:00,33.250000,13.716339,102.000000
EDN0331,2020-01-04T02:00:00,33.250000,13.848304,102.000000
EDN0331,2020-01-04T03:00:00,33.250000,14.094364,102.000000
EDN0331,2020-01-04T04:00:00,33.250000,13.983328,102.000000
EDN0331,2020-01-04T05:00:00,33.250000,13.030327,102.000000
EDN0331,2020-01-04T06:00:00,33.250000,12.245294,102.000000
EDN0331,2020-01-04T07:00:00,33.250000,12.304661,102.000000
EDN0331,2020-01-04T08:00:00,33.250000,13.231353,102.000000
EDN0331,2020-01-04T09:00:00,33.250000,13.906788,102.000000
EDN0331,2020-01-04T10:00:00,33.250000,14.310483,102.000000
EDN0331,2020-01-04T11:00:00,33.250000,14.570781,102.000000
EDN0331,2020-01-04T12:00:00,33.250000,14.545642,102.000000
EDN0331,2020-01-04T13:00:00,33.250000,14.739026,102.000000
EDN0331,2020-01-04T14:00:00,33.250000,13.314292,102.000000
EDN0331,2020-01-04T15:00:00,33.250000,11.918094,102.000000
EDN0331,2020-01-04T16:00:00,33.250000,11.247263,102.000000
EDN0331,2020-01-04T17:00:00,33.250000,11.680609,102.000000
EDN0331,2020-01-04T18:00:00,33.250000,11.945130,102.000000
EDN0331,2020-01-04T19:00:00,33.250000,11.185775,102.000000
EDN0331,2020-01-04T20:00:00,33.250000,11.188798,102.000000
EDN0331,2020-01-04T21:00:00,33.250000,11.660026,102.000000
EDN0331,2020-01-04T22:00:00,33.250000,11.760561,102.000000
EDN0331,2020-01-04T23:00:00,33.250000,11.770258,102.000000
EDN0331,2020-01-05T00:00:00,33.250000,12.028311,102.000000
EDN0331,2020-01-05T01:00:00,33.250000,12.352081,102.000000
EDN0331,2020-01-05T02:00:00,33.250000,12.967588,102.000000
EDN0331,2020-01-05T03:00:00,33.250000,13.443108,102.000000
EDN0331,2020-01-05T04:00:00,33.250000,13.380830,102.000000
EDN0331,2020-01-05T05:00:00,33.250000,12.599653,102.000000
EDN0331,2020-01-05T06:00:00,33.250000,11.703865,102.000000
EDN0331,2020-01-05T07:00:00,33.250000,12.260564,102.000000
EDN0331,2020-01-05T08:00:00,33.250000,12.877351,102.000000
EDN0331,2020-01-05T09:00:00,33.250000,13.231984,102.000000
EDN0331,2020-01-05T10:00:00,33.250000,14.078597,102.000000
EDN0331,2020-01-05T11:00:00,33.250000,14.003195,102.000000
EDN0331,2020-01-05T12:00:00,33.250000,13.953715,102.000000
EDN0331,2020-01-05T13:00:00,33.250000,14.162391,102.000000
EDN0331,2020-01-05T14:00:00,33.250000,12.980764,102.000000
EDN0331,2020-01-05T15:00:00,33.250000,11.777125,102.000000
EDN0331,2020-01-05T16:00:00,33.250000,11.810409,102.000000
EDN0331,2020-01-05T17:00:00,33.250000,12.064217,102.000000
EDN0331,2020-01-05T18:00:00,33.250000,12.227354,102.000000
EDN0331,2020-01-05T19:00:00,33.250000,12.149113,102.000000
EDN0331,2020-01-05T20:00:00,33.250000,11.819149,102.000000
EDN0331,2020-01-05T21:00:00,33.250000,12.410014,102.000000
EDN0331,2020-01-05T22:00:00,33.250000,12.690561,102.000000
EDN0331,2020-01-05T23:00:00,33.250000,12.626105,102.000000
EDN0331,2020-01-06T00:00:00,33.250000,12.266410,102.000000
EDN0331,2020-01-06T01:00:00,33.250000,12.709159,102.000000
EDN0331,2020-01-06T02:00:00,33.250000,13.179421,102.000000
EDN0331,2020-01-06T03:00:00,33.250000,13.390405,102.000000
EDN0331,2020-01-06T04:00:00,33.250000,13.374018,102.000000
EDN0331,2020-01-06T05:00:00,33.250000,12.256166,102.000000
EDN0331,2020-01-06T06:00:00,33.250000,11.453085,132.000000
EDN0331,2020-01-06T07:00:00,33.250000,11.349654,162.000000
EDN0331,2020-01-06T08:00:00,33.250000,12.302796,162.000000
EDN0331,2020-01-06T09:00:00,33.250000,12.802263,162.000000
EDN0331,2020-01-06T10:00:00,33.250000,12.974077,132.000000
EDN0331,2020-01-06T11:00:00,33.250000,13.107782,132.000000
EDN0331,2020-01-06T12:00:00,33.250000,13.066019,132.000000
EDN0331,2020-01-06T13:00:00,33.250000,12.946920,132.000000
EDN0331,2020-01-06T14:00:00,33.250000,12.134846,132.000000
EDN0331,2020-01-06T15:00:00,33.250000,11.116978,132.000000
EDN0331,2020-01-06T16:00:00,33.250000,10.962458,132.000000
EDN0331,2020-01-06T17:00:00,33.250000,11.315871,162.000000
EDN0331,2020-01-06T18:00:00,33.250000,11.906859,162.000000
EDN0331,2020-01-06T19:00:00,33.250000,11.517269,162.000000
EDN0331,2020-01-06T20:00:00,33.250000,11.535483,132.000000
EDN0331,2020-01-06T21:00:00,33.250000,12.055261,132.000000
EDN0331,2020-01-06T22:00:00,33.250000,11.871426,102.000000
EDN0331,2020-01-06T23:00:00,33.250000,11.650991,102.000000
EDN0331,2020-01-07T00:00:00,33.250000,11.863119,102.000000
EDN0331,2020-01-07T01:00:00,33.250000,12.339846,102.000000
EDN0331,2020-01-07T02:00:00,33.250000,12.546442,102.000000
EDN0331,2020-01-07T03:00:00,33.250000,13.153000,102.000000
EDN0331,2020-01-07T04:00:00,33.250000,13.218634,102.000000
EDN0331,2020-01-07T05:00:00,33.250000,12.532495,102.000000
EDN0331,2020-01-07T06:00:00,33.250000,11.690028,132.000000
EDN0331,2020-01-07T07:00:00,33.250000,11.641610,162.000000
EDN0331,2020-01-07T08:00:00,33.250000,12.274985,162.000000
EDN0331,2020-01-07T09:00:00,33.250000,12.559483,162.000000
EDN0331,2020-01-07T10:00:00,33.250000,12.983089,132.000000
EDN0331,2020-01-07T11:00:00,33.250000,12.760129,132.000000
EDN0331,2020-01-07T12:00:00,33.250000,12.451005,132.000000
EDN0331,2020-01-07T13:00:00,33.250000,12.403396,132.000000
EDN0331,2020-01-07T14:00:00,33.250000,11.447844,132.000000
EDN0331,2020-01-07T15:00:00,33.250000,10.690355,132.000000
EDN0331,2020-01-07T16:00:00,33.250000,10.427687,132.000000
EDN0331,2020-01-07T17:00:00,33.250000,10.852161,162.000000
EDN0331,2020-01-07T18:00:00,33.250000,11.239648,162.000000
EDN0331,2020-01-07T19:00:00,33.250000,11.123598,162.000000
EDN0331,2020-01-07T20:00:00,33.250000,11.326708,132.000000
EDN0331,2020-01-07T21:00:00,33.250000,11.845655,132.000000
EDN0331,2020-01-07T22:00:00,33.250000,11.955496,102.000000
EDN0331,2020-01-07T23:00:00,33.250000,12.043032,102.000000
EDN0331,2020-01-08T00:00:00,33.250000,12.532477,102.000000
EDN0331,2020-01-08T01:00:00,33.250000,13.015250,102.000000
EDN0331,2020-01-08T02:00:00,33.250000,13.129487,102.000000
EDN0331,2020-01-08T03:00:00,33.250000,13.204169,102.000000
EDN0331,2020-01-08T04:00:00,33.250000,12.906319,102.000000
EDN0331,2020-01-08T05:00:00,33.250000,12.378529,102.000000
EDN0331,2020-01-08T06:00:00,33.250000,11.495786,132.000000
EDN0331,2020-01-08T07:00:00,33.250000,11.160236,162.000000
EDN0331,2020-01-08T08:00:00,33.250000,12.251087,162.000000
EDN0331,2020-01-08T09:00:00,33.250000,12.902086,162.000000
EDN0331,2020-01-08T10:00:00,33.250000,13.641732,132.000000
EDN0331,2020-01-08T11:00:00,33.250000,13.901189,132.000000
EDN0331,2020-01-08T12:00:00,33.250000,13.537414,132.000000
EDN0331,2020-01-08T13:00:00,33.250000,13.893261,132.000000
EDN0331,2020-01-08T14:00:00,33.250000,13.118713,132.000000
EDN0331,2020-01-08T15:00:00,33.250000,12.534578,132.000000
