gxp_id,datetime,capacity_MW,gxp_headroom_MW,tariff_base_nzd_per_MWh
EDN0331,2025-01-01T00:00:00,33.250000,11.074262,110.500000
EDN0331,2025-01-01T01:00:00,33.250000,11.170263,110.500000
EDN0331,2025-01-01T02:00:00,33.250000,11.928353,110.500000
EDN0331,2025-01-01T03:00:00,33.250000,12.270546,110.500000
EDN0331,2025-01-01T04:00:00,33.250000,12.205496,110.500000
EDN0331,2025-01-01T05:00:00,33.250000,11.546186,110.500000
EDN0331,2025-01-01T06:00:00,33.250000,10.773472,143.000000
EDN0331,2025-01-01T07:00:00,33.250000,10.802108,175.500000
EDN0331,2025-01-01T08:00:00,33.250000,11.825548,175.500000
EDN0331,2025-01-01T09:00:00,33.250000,12.316675,175.500000
EDN0331,2025-01-01T10:00:00,33.250000,12.961205,143.000000
EDN0331,2025-01-01T11:00:00,33.250000,12.831936,143.000000
EDN0331,2025-01-01T12:00:00,33.250000,12.701388,143.000000
EDN0331,2025-01-01T13:00:00,33.250000,12.383474,143.000000
EDN0331,2025-01-01T14:00:00,33.250000,11.517984,143.000000
EDN0331,2025-01-01T15:00:00,33.250000,10.410369,143.000000
EDN0331,2025-01-01T16:00:00,33.250000,10.187062,143.000000
EDN0331,2025-01-01T17:00:00,33.250000,10.810246,175.500000
EDN0331,2025-01-01T18:00:00,33.250000,11.173888,175.500000
EDN0331,2025-01-01T19:00:00,33.250000,10.804544,175.500000
EDN0331,2025-01-01T20:00:00,33.250000,11.204129,143.000000
EDN0331,2025-01-01T21:00:00,33.250000,11.861811,143.000000
EDN0331,2025-01-01T22:00:00,33.250000,11.755412,110.500000
EDN0331,2025-01-01T23:00:00,33.250000,11.737056,110.500000
EDN0331,2025-01-02T00:00:00,33.250000,12.215639,110.500000
EDN0331,2025-01-02T01:00:00,33.250000,12.241417,110.500000
EDN0331,2025-01-02T02:00:00,33.250000,12.569689,110.500000
EDN0331,2025-01-02T03:00:00,33.250000,12.966421,110.500000
EDN0331,2025-01-02T04:00:00,33.250000,12.906597,110.500000
EDN0331,2025-01-02T05:00:00,33.250000,12.298263,110.500000
EDN0331,2025-01-02T06:00:00,33.250000,11.116427,143.000000
EDN0331,2025-01-02T07:00:00,33.250000,11.141741,175.500000
EDN0331,2025-01-02T08:00:00,33.250000,12.057470,175.500000
EDN0331,2025-01-02T09:00:00,33.250000,12.668262,175.500000
EDN0331,2025-01-02T10:00:00,33.250000,13.113371,143.000000
EDN0331,2025-01-02T11:00:00,33.250000,13.260803,143.000000
EDN0331,2025-01-02T12:00:00,33.250000,13.168078,143.000000
EDN0331,2025-01-02T13:00:00,33.250000,12.964847,143.000000
EDN0331,2025-01-02T14:00:00,33.250000,12.215092,143.000000
EDN0331,2025-01-02T15:00:00,33.250000,10.954293,143.000000
EDN0331,2025-01-02T16:00:00,33.250000,10.647958,143.000000
EDN0331,2025-01-02T17:00:00,33.250000,10.809554,175.500000
EDN0331,2025-01-02T18:00:00,33.250000,11.151030,175.500000
