gxp_id,datetime,capacity_MW,gxp_headroom_MW,tariff_base_nzd_per_MWh
EDN0331,2035-01-01T00:00:00,33.250000,9.795986,136.000000
EDN0331,2035-01-01T01:00:00,33.250000,10.583158,136.000000
EDN0331,2035-01-01T02:00:00,33.250000,10.638130,136.000000
EDN0331,2035-01-01T03:00:00,33.250000,10.523935,136.000000
EDN0331,2035-01-01T04:00:00,33.250000,9.961472,136.000000
EDN0331,2035-01-01T05:00:00,33.250000,8.828975,136.000000
EDN0331,2035-01-01T06:00:00,33.250000,8.445480,176.000000
EDN0331,2035-01-01T07:00:00,33.250000,8.270465,216.000000
EDN0331,2035-01-01T08:00:00,33.250000,9.538611,216.000000
EDN0331,2035-01-01T09:00:00,33.250000,10.059411,216.000000
EDN0331,2035-01-01T10:00:00,33.250000,10.160012,176.000000
EDN0331,2035-01-01T11:00:00,33.250000,10.308689,176.000000
EDN0331,2035-01-01T12:00:00,33.250000,10.349789,176.000000
EDN0331,2035-01-01T13:00:00,33.250000,10.198115,176.000000
EDN0331,2035-01-01T14:00:00,33.250000,9.256546,176.000000
EDN0331,2035-01-01T15:00:00,33.250000,7.981483,176.000000
EDN0331,2035-01-01T16:00:00,33.250000,7.799839,176.000000
EDN0331,2035-01-01T17:00:00,33.250000,8.075629,216.000000
EDN0331,2035-01-01T18:00:00,33.250000,8.585336,216.000000
EDN0331,2035-01-01T19:00:00,33.250000,8.117564,216.000000
EDN0331,2035-01-01T20:00:00,33.250000,8.301129,176.000000
EDN0331,2035-01-01T21:00:00,33.250000,8.348333,176.000000
EDN0331,2035-01-01T22:00:00,33.250000,8.721267,136.000000
EDN0331,2035-01-01T23:00:00,33.250000,8.747794,136.000000
EDN0331,2035-01-02T00:00:00,33.250000,9.038810,136.000000
EDN0331,2035-01-02T01:00:00,33.250000,9.196897,136.000000
EDN0331,2035-01-02T02:00:00,33.250000,9.861180,136.000000
EDN0331,2035-01-02T03:00:00,33.250000,10.446939,136.000000
EDN0331,2035-01-02T04:00:00,33.250000,10.060484,136.000000
EDN0331,2035-01-02T05:00:00,33.250000,8.886839,136.000000
EDN0331,2035-01-02T06:00:00,33.250000,8.429926,176.000000
EDN0331,2035-01-02T07:00:00,33.250000,8.220576,216.000000
EDN0331,2035-01-02T08:00:00,33.250000,9.710388,216.000000
