timestamp_utc,total_heat_MW,CB2_MW,CB3_MW,CB4_MW,EB1_MW
2025-01-01T00:00:00Z,118.06360394691573,23.612720789383147,37.78035326301303,37.78035326301303,18.890176631506517
2025-01-01T01:00:00Z,117.31763085355392,23.463526170710786,37.54164187313726,37.54164187313726,18.77082093656863
2025-01-01T02:00:00Z,118.24096875090514,23.648193750181033,37.83711000028965,37.83711000028965,18.918555000144824
2025-01-01T03:00:00Z,119.87783723075304,23.97556744615061,38.360907913840975,38.360907913840975,19.180453956920488
2025-01-01T04:00:00Z,118.40094949555035,23.68018989911007,37.88830383857611,37.88830383857611,18.944151919288053
2025-01-01T05:00:00Z,118.99895367179231,23.79979073435846,38.079665174973535,38.079665174973535,19.039832587486767
2025-01-01T06:00:00Z,120.55303145515002,24.110606291030003,38.576970065648005,38.576970065648005,19.288485032824003
2025-01-01T07:00:00Z,120.7855188652423,24.15710377304846,38.65136603687753,38.65136603687753,19.325683018438767
2025-01-01T08:00:00Z,120.4841067141407,24.096821342828136,38.55491414852502,38.55491414852502,19.27745707426251
2025-01-01T09:00:00Z,122.90242628967592,24.58048525793518,39.32877641269629,39.32877641269629,19.664388206348146
2025-01-01T10:00:00Z,122.26933751058252,24.453867502116502,39.1261880033864,39.1261880033864,19.5630940016932
2025-01-01T11:00:00Z,122.85116202882679,24.570232405765356,39.31237184922457,39.31237184922457,19.656185924612284
2025-01-01T12:00:00Z,123.72463794251232,24.744927588502463,39.59188414160394,39.59188414160394,19.79594207080197
2025-01-01T13:00:00Z,121.0645084522725,24.2129016904545,38.7406427047272,38.7406427047272,19.3703213523636
2025-01-01T14:00:00Z,120.71972848468009,24.143945696936015,38.63031311509763,38.63031311509763,19.315156557548814
2025-01-01T15:00:00Z,121.55186939792952,24.310373879585907,38.89659820733745,38.89659820733745,19.448299103668724
2025-01-01T16:00:00Z,121.630044822402,24.3260089644804,38.92161434316864,38.92161434316864,19.46080717158432
2025-01-01T17:00:00Z,122.65941494489292,24.531882988978584,39.251012782365734,39.251012782365734,19.625506391182867
2025-01-01T18:00:00Z,121.17675943107466,24.235351886214932,38.77656301794389,38.77656301794389,19.388281508971946
2025-01-01T19:00:00Z,119.969167316333,23.9938334632666,38.39013354122656,38.39013354122656,19.19506677061328
2025-01-01T20:00:00Z,122.85094698143408,24.570189396286818,39.31230303405891,39.31230303405891,19.656151517029453
2025-01-01T21:00:00Z,120.20499572386998,24.040999144774,38.46559863163839,38.46559863163839,19.232799315819197
2025-01-01T22:00:00Z,118.75898169450284,23.75179633890057,38.002874142240906,38.002874142240906,19.001437071120453
2025-01-01T23:00:00Z,116.39711707409924,23.27942341481985,37.24707746371176,37.24707746371176,18.62353873185588
2025-01-02T00:00:00Z,116.84052267052012,23.368104534104024,37.38896725456644,37.38896725456644,18.69448362728322
2025-01-02T01:00:00Z,117.610375772049,23.522075154409798,37.635320247055674,37.635320247055674,18.817660123527837
2025-01-02T02:00:00Z,116.12787585325897,23.225575170651794,37.16092027304287,37.16092027304287,18.580460136521435
2025-01-02T03:00:00Z,118.52307408462322,23.704614816924646,37.92738370707943,37.92738370707943,18.963691853539714
2025-01-02T04:00:00Z,117.96600897468949,23.593201794937897,37.74912287190064,37.74912287190064,18.87456143595032
2025-01-02T05:00:00Z,118.93030094914508,23.786060189829016,38.05769630372642,38.05769630372642,19.02884815186321
2025-01-02T06:00:00Z,117.96474157687913,23.592948315375825,37.74871730460132,37.74871730460132,18.87435865230066
2025-01-02T07:00:00Z,122.08587329021042,24.417174658042086,39.06747945286733,39.06747945286733,19.533739726433666
