timestamp_utc,total_heat_MW,CB2_MW,CB3_MW,CB4_MW,EB1_MW
2020-01-01T00:00:00Z,102.12654848359253,20.425309696718504,32.68049551474961,32.68049551474961,16.340247757374804
2020-01-01T01:00:00Z,101.48127208392476,20.296254416784954,32.474007066855926,32.474007066855926,16.237003533427963
2020-01-01T02:00:00Z,102.27997133914128,20.45599426782826,32.72959082852521,32.72959082852521,16.364795414262606
2020-01-01T03:00:00Z,103.69588380140702,20.739176760281406,33.182682816450246,33.182682816450246,16.591341408225123
2020-01-01T04:00:00Z,102.41835675791764,20.483671351583528,32.773874162533644,32.773874162533644,16.386937081266822
2020-01-01T05:00:00Z,102.93563812538994,20.58712762507799,32.939404200124784,32.939404200124784,16.469702100062392
2020-01-01T06:00:00Z,104.27993556154745,20.855987112309492,33.36957937969518,33.36957937969518,16.68478968984759
2020-01-01T07:00:00Z,104.48104018621476,20.896208037242953,33.43393285958872,33.43393285958872,16.71696642979436
2020-01-01T08:00:00Z,104.22031476674624,20.84406295334925,33.3505007253588,33.3505007253588,16.6752503626794
2020-01-01T09:00:00Z,106.3121925607764,21.26243851215528,34.01990161944845,34.01990161944845,17.009950809724224
2020-01-01T10:00:00Z,105.76456255685432,21.152912511370864,33.84466001819338,33.84466001819338,16.92233000909669
2020-01-01T11:00:00Z,106.26784831033797,21.253569662067598,34.00571145930815,34.00571145930815,17.002855729654076
2020-01-01T12:00:00Z,107.02341630306476,21.404683260612956,34.24749321698072,34.24749321698072,17.12374660849036
2020-01-01T13:00:00Z,104.72236979698178,20.94447395939636,33.51115833503417,33.51115833503417,16.755579167517084
2020-01-01T14:00:00Z,104.42413065384727,20.884826130769458,33.41572180923113,33.41572180923113,16.707860904615565
2020-01-01T15:00:00Z,105.14394333515725,21.02878866703145,33.64606186725032,33.64606186725032,16.82303093362516
2020-01-01T16:00:00Z,105.21156609111858,21.04231321822372,33.66770114915795,33.66770114915795,16.833850574578975
2020-01-01T17:00:00Z,106.10198459612539,21.220396919225077,33.952635070760124,33.952635070760124,16.976317535380062
2020-01-01T18:00:00Z,104.819468349336,20.963893669867204,33.54222987178752,33.54222987178752,16.77111493589376
2020-01-01T19:00:00Z,103.77488550981826,20.754977101963654,33.20796336314184,33.20796336314184,16.60398168157092
2020-01-01T20:00:00Z,106.2676622915545,21.253532458310904,34.00565193329744,34.00565193329744,17.00282596664872
2020-01-01T21:00:00Z,103.97888014060186,20.795776028120372,33.273241644992595,33.273241644992595,16.636620822496297
2020-01-01T22:00:00Z,102.72805925303592,20.545611850607187,32.872978960971494,32.872978960971494,16.436489480485747
2020-01-01T23:00:00Z,100.68501572731239,20.137003145462476,32.219205032739964,32.219205032739964,16.109602516369982
2020-01-02T00:00:00Z,101.06856731837797,20.213713463675592,32.34194154188095,32.34194154188095,16.170970770940475
2020-01-02T01:00:00Z,101.7345002347904,20.346900046958083,32.55504007513293,32.55504007513293,16.277520037566465
