timestamp_utc,total_heat_MW,CB1_MW,CB2_MW,CB3_MW,CB4_MW
2020-01-01T00:00:00Z,102.12654848359252,19.639720862229332,19.639720862229332,31.42355337956693,31.42355337956693
2020-01-01T01:00:00Z,101.48127208392476,19.51562924690861,19.51562924690861,31.225006795053776,31.225006795053776
2020-01-01T02:00:00Z,102.27997133914128,19.66922525752717,19.66922525752717,31.470760412043475,31.470760412043475
2020-01-01T03:00:00Z,103.69588380140702,19.941516115655197,19.941516115655197,31.906425785048317,31.906425785048317
2020-01-01T04:00:00Z,102.41835675791765,19.695837838061085,19.695837838061085,31.513340540897737,31.513340540897737
2020-01-01T05:00:00Z,102.93563812538996,19.795315024113453,19.795315024113453,31.672504038581522,31.672504038581522
2020-01-01T06:00:00Z,104.27993556154746,20.05383376183605,20.05383376183605,32.08613401893768,32.08613401893768
2020-01-01T07:00:00Z,104.48104018621477,20.092507728118225,20.092507728118225,32.14801236498916,32.14801236498916
2020-01-01T08:00:00Z,104.22031476674626,20.042368224374282,20.042368224374282,32.06778915899885,32.06778915899885
2020-01-01T09:00:00Z,106.3121925607764,20.444652415533923,20.444652415533923,32.711443864854274,32.711443864854274
2020-01-01T10:00:00Z,105.76456255685433,20.339338953241217,20.339338953241217,32.54294232518595,32.54294232518595
2020-01-01T11:00:00Z,106.26784831033798,20.436124675065,20.436124675065,32.697799480103996,32.697799480103996
2020-01-01T12:00:00Z,107.02341630306478,20.58142621212784,20.58142621212784,32.930281939404544,32.930281939404544
2020-01-01T13:00:00Z,104.72236979698178,20.138917268650342,20.138917268650342,32.22226762984055,32.22226762984055
2020-01-01T14:00:00Z,104.4241306538473,20.081563587278325,20.081563587278325,32.13050173964532,32.13050173964532
2020-01-01T15:00:00Z,105.14394333515726,20.219989102914855,20.219989102914855,32.35198256466377,32.35198256466377
2020-01-01T16:00:00Z,105.21156609111858,20.232993479061268,20.232993479061268,32.37278956649803,32.37278956649803
2020-01-01T17:00:00Z,106.10198459612539,20.40422780694719,20.40422780694719,32.646764491115505,32.646764491115505
2020-01-01T18:00:00Z,104.819468349336,20.157590067180003,20.157590067180003,32.252144107488,32.252144107488
2020-01-01T19:00:00Z,103.77488550981826,19.95670875188813,19.95670875188813,31.930734003021005,31.930734003021005
2020-01-01T20:00:00Z,106.26766229155453,20.436088902222025,20.436088902222025,32.69774224355524,32.69774224355524
2020-01-01T21:00:00Z,103.97888014060186,19.99593848857728,19.99593848857728,31.99350158172365,31.99350158172365
2020-01-01T22:00:00Z,102.72805925303592,19.755396010199217,19.755396010199217,31.60863361631875,31.60863361631875
2020-01-01T23:00:00Z,100.68501572731239,19.36250302448315,19.36250302448315,30.98000483917304,30.98000483917304
2020-01-02T00:00:00Z,101.06856731837797,19.436262945841918,19.436262945841918,31.098020713347065,31.098020713347065
2020-01-02T01:00:00Z,101.7345002347904,19.564326968228926,19.564326968228926,31.30292314916628,31.30292314916628
2020-01-02T02:00:00Z,100.45211857971825,19.31771511148428,19.31771511148428,30.908344178374847,30.908344178374847
2020-01-02T03:00:00Z,102.52399611119878,19.71615309830746,19.71615309830746,31.545844957291933,31.545844957291933
2020-01-02T04:00:00Z,102.04212756698811,19.62348607057464,19.62348607057464,31.39757771291942,31.39757771291942
2020-01-02T05:00:00Z,102.87625262999958,19.783894736538382,19.783894736538382,31.654231578461413,31.654231578461413
2020-01-02T06:00:00Z,102.04103125144633,19.623275240662753,19.623275240662753,31.397240385060407,31.397240385060407
2020-01-02T07:00:00Z,105.60586362703631,20.308819928276215,20.308819928276215,32.49411188524194,32.49411188524194
2020-01-02T08:00:00Z,104.69777716306345,20.13418791597374,20.13418791597374,32.214700665557984,32.214700665557984
2020-01-02T09:00:00Z,104.62009007493816,20.119248091334264,20.119248091334264,32.19079694613482,32.19079694613482
2020-01-02T10:00:00Z,107.13098753569906,20.602112987634435,20.602112987634435,32.9633807802151,32.9633807802151
2020-01-02T11:00:00Z,105.46165031641011,20.28108659930964,20.28108659930964,32.44973855889542,32.44973855889542
2020-01-02T12:00:00Z,106.98807847287443,20.574630475552777,20.574630475552777,32.919408760884444,32.919408760884444
2020-01-02T13:00:00Z,104.67284160296288,20.1293926159544,20.1293926159544,32.207028185527044,32.207028185527044
2020-01-02T14:00:00Z,104.84568585067836,20.162631894361226,20.162631894361226,32.26021103097796,32.26021103097796
