timestamp_utc,site_id,heat_demand_MW,seasonal_factor,weekday_factor,hourly_factor,weekly_factor,noise_factor
2020-01-01T00:00:00Z,11_031,121.62692416589738,1.0,1.0,0.98,1.0,1.0049671415301122
2020-01-01T01:00:00Z,11_031,120.85895000340138,1.0,1.0,0.98,1.0,0.9986173569882881
2020-01-01T02:00:00Z,11_031,121.80952001018743,1.0,1.0,0.98,1.0,1.0064768853810069
2020-01-01T03:00:00Z,11_031,123.49466483794812,1.0,1.0,0.985,1.0,1.0152302985640802
2020-01-01T04:00:00Z,11_031,121.97421908509729,1.0,1.0,0.99,1.0,0.9976584662527667
2020-01-01T05:00:00Z,11_031,122.58986026640166,1.0,1.0,0.995,1.0,0.9976586304305082
2020-01-01T06:00:00Z,11_031,124.18977264226125,1.0,1.0,0.99,1.0,1.015792128155074
2020-01-01T07:00:00Z,11_031,124.4291168299341,1.0,1.0,0.9999,1.0,1.007674347291529
2020-01-01T08:00:00Z,11_031,124.11881509604015,1.0,1.0,1.0098,1.0,0.9953052561406505
2020-01-01T09:00:00Z,11_031,126.60845844537293,1.0,1.0,1.0197,1.0,1.0054256004358597
2020-01-01T10:00:00Z,11_031,125.95669790704194,1.0,1.0,1.0247,1.0,0.9953658230718754
2020-01-01T11:00:00Z,11_031,126.55568224185845,1.0,1.0,1.0296,1.0,0.9953427024642975
2020-01-01T12:00:00Z,11_031,127.45491967983367,1.0,1.0,1.0296,1.0,1.0024196227156603
2020-01-01T13:00:00Z,11_031,124.71633468852882,1.0,1.0,1.0296,1.0,0.980867197553422
2020-01-01T14:00:00Z,11_031,124.36138608620868,1.0,1.0,1.0247,1.0,0.9827508216748697
2020-01-01T15:00:00Z,11_031,125.21806942588708,1.0,1.0,1.0197,1.0,0.9943771247075903
2020-01-01T16:00:00Z,11_031,125.29855048702893,1.0,1.0,1.025,1.0,0.9898716887966558
2020-01-01T17:00:00Z,11_031,126.35827993940872,1.0,1.0,1.02,1.0,1.0031424733259526
2020-01-01T18:00:00Z,11_031,124.83189629819283,1.0,1.0,1.0201,1.0,0.9909197592447879
2020-01-01T19:00:00Z,11_031,123.58868853211096,1.0,1.0,1.0151,1.0,0.9858769629866471
2020-01-01T20:00:00Z,11_031,126.55546085204858,1.0,1.0,1.01,1.0,1.0146564876892155
2020-01-01T21:00:00Z,11_031,123.83147225364542,1.0,1.0,1.005,1.0,0.9977422369951346
2020-01-01T22:00:00Z,11_031,122.3428107683416,1.0,1.0,0.99,1.0,1.0006752820468792
2020-01-01T23:00:00Z,11_031,119.91128740654159,1.0,1.0,0.985,1.0,0.9857525181378655
2020-01-02T00:00:00Z,11_031,120.36777041455836,1.0,1.0,0.98,1.0,0.9945561727547482
2020-01-02T01:00:00Z,11_031,121.16032888101346,1.0,1.0,0.98,1.0,1.0011092258970986
2020-01-02T02:00:00Z,11_031,119.63410542380765,1.0,1.0,0.98,1.0,0.988490064225777
2020-01-02T03:00:00Z,11_031,122.09994550854073,1.0,1.0,0.985,1.0,1.0037569801834567
2020-01-02T04:00:00Z,11_031,121.52645081407512,1.0,1.0,0.99,1.0,0.9939936131008119
2020-01-02T05:00:00Z,11_031,122.5191827612112,1.0,1.0,0.995,1.0,0.9970830625020672
2020-01-02T06:00:00Z,11_031,121.52514603675725,1.0,1.0,0.99,1.0,0.993982933877706
2020-01-02T07:00:00Z,11_031,125.76782275558942,1.0,1.0,0.9999,1.0,1.0185227818450895
2020-01-02T08:00:00Z,11_031,124.68706582413716,1.0,1.0,1.0098,1.0,0.9998650277526206
2020-01-02T09:00:00Z,11_031,124.59460672216088,1.0,1.0,1.0197,1.0,0.989422890710441
2020-01-02T10:00:00Z,11_031,127.58294532486505,1.0,1.0,1.0247,1.0,1.0082254491210318
2020-01-02T11:00:00Z,11_031,125.5961876291445,1.0,1.0,1.0296,1.0,0.9877915635002897
2020-01-02T12:00:00Z,11_031,127.41286244581919,1.0,1.0,1.0296,1.0,1.0020886359500476
2020-01-02T13:00:00Z,11_031,124.65738882697057,1.0,1.0,1.0296,1.0,0.9804032987612022
2020-01-02T14:00:00Z,11_031,124.86309899465978,1.0,1.0,1.0247,1.0,0.9867181395110157
2020-01-02T15:00:00Z,11_031,126.17341578598686,1.0,1.0,1.0197,1.0,1.0019686123586913
2020-01-02T16:00:00Z,11_031,127.51391598041292,1.0,1.0,1.025,1.0,1.0073846657999541
2020-01-02T17:00:00Z,11_031,126.17842172644642,1.0,1.0,1.02,1.0,1.0017136828118998
2020-01-02T18:00:00Z,11_031,125.82944817744512,1.0,1.0,1.0201,1.0,0.9988435171761176
2020-01-02T19:00:00Z,11_031,124.98076344453048,1.0,1.0,1.0151,1.0,0.9969889630441071
2020-01-02T20:00:00Z,11_031,122.88563113658458,1.0,1.0,1.01,1.0,0.9852147800963257
2020-01-02T21:00:00Z,11_031,123.21867861101626,1.0,1.0,1.005,1.0,0.992801557916053
2020-01-02T22:00:00Z,11_031,121.69750138296921,1.0,1.0,0.99,1.0,0.9953936122904021
2020-01-02T23:00:00Z,11_031,122.9282982855821,1.0,1.0,0.985,1.0,1.0105712222621892
2020-01-03T00:00:00Z,11_031,120.83495997359213,1.0,0.995,0.98,1.0,1.0034361828956846
2020-01-03T01:00:00Z,11_031,118.2998031536504,1.0,0.995,0.98,1.0,0.9823695984463726
2020-01-03T02:00:00Z,11_031,120.81145233516581,1.0,0.995,0.98,1.0,1.003240839693948
2020-01-03T03:00:00Z,11_031,120.56965654934568,1.0,0.995,0.985,1.0,0.9961491771958368
2020-01-03T04:00:00Z,11_031,120.8264886330374,1.0,0.995,0.99,1.0,0.9932307799969404
2020-01-03T05:00:00Z,11_031,123.01074992176324,1.0,0.995,0.995,1.0,1.0061167628884087
2020-01-03T06:00:00Z,11_031,122.90277728750688,1.0,0.995,0.99,1.0,1.0103099952249595
2020-01-03T07:00:00Z,11_031,124.00855318343793,1.0,0.995,0.9999,1.0,1.009312801191162
2020-01-03T08:00:00Z,11_031,123.04014760338133,1.0,0.995,1.0098,1.0,0.9916078247677736
2020-01-03T09:00:00Z,11_031,124.90927391753307,1.0,0.995,1.0197,1.0,0.9969078762414878
2020-01-03T10:00:00Z,11_031,126.32726143199694,1.0,0.995,1.0247,1.0,1.0033126343140357
2020-01-03T11:00:00Z,11_031,127.74552662152148,1.0,0.995,1.0296,1.0,1.0097554512712237
2020-01-03T12:00:00Z,11_031,125.90631213566915,1.0,0.995,1.0296,1.0,0.9952082576215471
2020-01-03T13:00:00Z,11_031,126.27740606153827,1.0,0.995,1.0296,1.0,0.9981434102333618
2020-01-03T14:00:00Z,11_031,124.5183431692896,1.0,0.995,1.0247,1.0,0.9889366502599397
2020-01-03T15:00:00Z,11_031,123.79862231458827,1.0,0.995,1.0197,1.0,0.9880379337591932
2020-01-03T16:00:00Z,11_031,126.96996810405629,1.0,0.995,1.025,1.0,1.008125258223942
2020-01-03T17:00:00Z,11_031,127.03201189836663,1.0,0.995,1.02,1.0,1.0135624002857082
2020-01-03T18:00:00Z,11_031,125.25537026506215,1.0,0.995,1.0201,1.0,0.9992798987841967
2020-01-03T19:00:00Z,11_031,125.982499805932,1.0,0.995,1.0151,1.0,1.0100353289789203
