timestamp_utc,total_heat_MW,CB1_MW,CB2_MW,CB3_MW,CB4_MW
2020-01-01T00:00:00Z,117.8160835054515,22.65693913566375,22.65693913566375,36.251102617062,36.251102617062
2020-01-01T01:00:00Z,117.07167434528517,22.513783527939456,22.513783527939456,36.02205364470313,36.02205364470313
2020-01-01T02:00:00Z,117.99307646398549,22.690976243074132,22.690976243074132,36.30556198891861,36.30556198891861
2020-01-01T03:00:00Z,119.62651324773732,23.00509870148795,23.00509870148795,36.808157922380715,36.808157922380715
2020-01-01T04:00:00Z,118.15272180886973,22.721677270936485,22.721677270936485,36.354683633498375,36.354683633498375
2020-01-01T05:00:00Z,118.74947226887102,22.836436974782888,22.836436974782888,36.53829915965262,36.53829915965262
2020-01-01T06:00:00Z,120.30029192689506,23.134671524402894,23.134671524402894,37.01547443904463,37.01547443904463
2020-01-01T07:00:00Z,120.5322919269434,23.179286909027578,23.179286909027578,37.086859054444126,37.086859054444126
2020-01-01T08:00:00Z,120.23151168666112,23.12144455512714,23.12144455512714,36.99431128820343,36.99431128820343
2020-01-01T09:00:00Z,122.64476125324416,23.58553101023926,23.58553101023926,37.73684961638282,37.73684961638282
2020-01-01T10:00:00Z,122.0129997452898,23.464038412555734,23.464038412555734,37.54246146008917,37.54246146008917
2020-01-01T11:00:00Z,122.59360446795952,23.575693166915293,23.575693166915293,37.72110906706447,37.72110906706447
2020-01-01T12:00:00Z,123.46524913868336,23.743317142054494,23.743317142054494,37.98930742728719,37.98930742728719
2020-01-01T13:00:00Z,120.81069661207809,23.232826271553478,23.232826271553478,37.17252203448557,37.17252203448557
2020-01-01T14:00:00Z,120.46663947596745,23.16666143768605,23.16666143768605,37.066658300297675,37.066658300297675
2020-01-01T15:00:00Z,121.29703580511712,23.3263530394456,23.3263530394456,37.32216486311296,37.32216486311296
2020-01-01T16:00:00Z,121.37504733474876,23.34135525668245,23.34135525668245,37.346168410691924,37.346168410691924
2020-01-01T17:00:00Z,122.40225938194271,23.538896034988984,23.538896034988984,37.66223365598237,37.66223365598237
2020-01-01T18:00:00Z,120.92271225661212,23.254367741656175,23.254367741656175,37.20698838664988,37.20698838664988
2020-01-01T19:00:00Z,119.71765185971877,23.022625357638223,23.022625357638223,36.83620057222116,36.83620057222116
2020-01-01T20:00:00Z,122.59338987141386,23.57565189834882,23.57565189834882,37.721043037358115,37.721043037358115
2020-01-01T21:00:00Z,119.95298585280801,23.06788189477077,23.06788189477077,36.908611031633235,36.908611031633235
2020-01-01T22:00:00Z,118.51000339302665,22.79038526788974,22.79038526788974,36.464616428623586,36.464616428623586
2020-01-01T23:00:00Z,116.15309042371597,22.337132773791534,22.337132773791534,35.73941243806645,35.73941243806645
2020-01-02T00:00:00Z,116.59556641994422,22.42222431152773,22.42222431152773,35.875558898444375,35.875558898444375
2020-01-02T01:00:00Z,117.3638055238211,22.569962600734826,22.569962600734826,36.111940161175724,36.111940161175724
2020-01-02T02:00:00Z,115.88441366731365,22.285464166791087,22.285464166791087,35.65674266686574,35.65674266686574
2020-01-02T03:00:00Z,118.27459036364252,22.745113531469716,22.745113531469716,36.392181650351546,36.392181650351546
2020-01-02T04:00:00Z,117.71869314116375,22.638210219454567,22.638210219454567,36.221136351127306,36.221136351127306
2020-01-02T05:00:00Z,118.68096347671253,22.8232622070601,22.8232622070601,36.51721953129616,36.51721953129616
2020-01-02T06:00:00Z,117.71742840045391,22.63796700008729,22.63796700008729,36.22074720013966,36.22074720013966
2020-01-02T07:00:00Z,121.82992015780458,23.428830799577803,23.428830799577803,37.48612927932449,37.48612927932449
2020-01-02T08:00:00Z,120.78232585193432,23.227370356141215,23.227370356141215,37.163792569825944,37.163792569825944
2020-01-02T09:00:00Z,120.69270382320846,23.210135350617012,23.210135350617012,37.136216560987215,37.136216560987215
2020-01-02T10:00:00Z,123.58934636428248,23.767181993131246,23.767181993131246,38.02749118900999,38.02749118900999
2020-01-02T11:00:00Z,121.66355159155398,23.396836844529613,23.396836844529613,37.43493895124738,37.43493895124738
2020-01-02T12:00:00Z,123.42448241529532,23.73547738755679,23.73547738755679,37.976763820090866,37.976763820090866
2020-01-02T13:00:00Z,120.75355948241837,23.22183836200353,23.22183836200353,37.15494137920565,37.15494137920565
2020-01-02T14:00:00Z,120.95295750991126,23.260184136521396,23.260184136521396,37.21629461843423,37.21629461843423
2020-01-02T15:00:00Z,122.22306771650129,23.50443609932717,23.50443609932717,37.60709775892347,37.60709775892347
2020-01-02T16:00:00Z,123.52243515966146,23.75431445378105,23.75431445378105,38.00690312604968,38.00690312604968
