timestamp_utc,elec_price_nzd_per_MWh,headroom_MW
2020-01-01T00:00:00Z,102.0,11.748387
2020-01-01T01:00:00Z,102.0,11.732655
2020-01-01T02:00:00Z,102.0,11.916429
2020-01-01T03:00:00Z,102.0,12.479277
2020-01-01T04:00:00Z,102.0,11.830759
2020-01-01T05:00:00Z,102.0,10.707292
2020-01-01T06:00:00Z,132.0,9.802969
2020-01-01T07:00:00Z,162.0,9.496659
2020-01-01T08:00:00Z,162.0,10.358845
2020-01-01T09:00:00Z,162.0,11.276612
2020-01-01T10:00:00Z,132.0,11.703422
2020-01-01T11:00:00Z,132.0,12.081816
2020-01-01T12:00:00Z,132.0,12.085072
2020-01-01T13:00:00Z,132.0,11.759362
2020-01-01T14:00:00Z,132.0,10.691167
2020-01-01T15:00:00Z,132.0,9.770342
2020-01-01T16:00:00Z,132.0,9.807536
2020-01-01T17:00:00Z,162.0,10.228918
2020-01-01T18:00:00Z,162.0,10.511888
2020-01-01T19:00:00Z,162.0,10.451304
2020-01-01T20:00:00Z,132.0,10.702548
2020-01-01T21:00:00Z,132.0,10.974018
2020-01-01T22:00:00Z,102.0,10.86039
2020-01-01T23:00:00Z,102.0,11.147774
2020-01-02T00:00:00Z,102.0,11.589549
2020-01-02T01:00:00Z,102.0,11.880474
2020-01-02T02:00:00Z,102.0,11.909393
2020-01-02T03:00:00Z,102.0,11.927734
2020-01-02T04:00:00Z,102.0,11.876862
2020-01-02T05:00:00Z,102.0,11.110249
2020-01-02T06:00:00Z,132.0,10.708607
2020-01-02T07:00:00Z,162.0,10.820315
2020-01-02T08:00:00Z,162.0,12.007489
2020-01-02T09:00:00Z,162.0,12.55661
2020-01-02T10:00:00Z,132.0,12.85591
2020-01-02T11:00:00Z,132.0,12.87861
2020-01-02T12:00:00Z,132.0,12.658273
2020-01-02T13:00:00Z,132.0,12.540953
2020-01-02T14:00:00Z,132.0,11.658638
2020-01-02T15:00:00Z,132.0,10.910474
2020-01-02T16:00:00Z,132.0,10.444656
2020-01-02T17:00:00Z,162.0,10.799806
2020-01-02T18:00:00Z,162.0,11.085437
2020-01-02T19:00:00Z,162.0,10.990538
2020-01-02T20:00:00Z,132.0,11.238596
2020-01-02T21:00:00Z,132.0,11.620764
2020-01-02T22:00:00Z,102.0,11.916077
2020-01-02T23:00:00Z,102.0,11.77895
2020-01-03T00:00:00Z,102.0,11.802488
2020-01-03T01:00:00Z,102.0,12.280251
2020-01-03T02:00:00Z,102.0,12.302757
2020-01-03T03:00:00Z,102.0,12.566236
2020-01-03T04:00:00Z,102.0,12.159607
2020-01-03T05:00:00Z,102.0,11.241436
2020-01-03T06:00:00Z,132.0,10.360852
2020-01-03T07:00:00Z,162.0,10.565147
2020-01-03T08:00:00Z,162.0,11.798768
2020-01-03T09:00:00Z,162.0,12.797737
2020-01-03T10:00:00Z,132.0,13.138493
2020-01-03T11:00:00Z,132.0,13.289544
2020-01-03T12:00:00Z,132.0,13.254945
2020-01-03T13:00:00Z,132.0,13.029806
2020-01-03T14:00:00Z,132.0,12.125932
2020-01-03T15:00:00Z,132.0,11.065348
2020-01-03T16:00:00Z,132.0,10.706828
2020-01-03T17:00:00Z,162.0,11.046866
