timestamp_utc,site_id,heat_demand_MW,seasonal_factor,weekday_factor,hourly_factor,weekly_factor,noise_factor
2025-01-01T00:00:00Z,11_031,102.32206009606982,0.98,1.0,0.98,1.0,1.0049671415301122
2025-01-01T01:00:00Z,11_031,101.67554837579966,0.98,1.0,0.98,1.0,0.9986173569882881
2025-01-01T02:00:00Z,11_031,102.47577666515656,0.98,1.0,0.98,1.0,1.0064768853810069
2025-01-01T03:00:00Z,11_031,103.89439975783856,0.98,1.0,0.985,1.0,1.0152302985640802
2025-01-01T04:00:00Z,11_031,102.6144270097213,0.98,1.0,0.99,1.0,0.9976584662527667
2025-01-01T05:00:00Z,11_031,103.13269866341945,0.98,1.0,0.995,1.0,0.9976586304305082
2025-01-01T06:00:00Z,11_031,104.4795696298029,0.98,1.0,0.99,1.0,1.015792128155074
2025-01-01T07:00:00Z,11_031,104.68105925024288,0.98,1.0,0.9999,1.0,1.007674347291529
2025-01-01T08:00:00Z,11_031,104.41983469663218,0.98,1.0,1.0098,1.0,0.9953052561406505
2025-01-01T09:00:00Z,11_031,106.51571719273724,0.98,1.0,1.0197,1.0,1.0054256004358597
2025-01-01T10:00:00Z,11_031,105.96703880299681,0.98,1.0,1.0247,1.0,0.9953658230718754
2025-01-01T11:00:00Z,11_031,106.47128804942781,0.98,1.0,1.0296,1.0,0.9953427024642975
2025-01-01T12:00:00Z,11_031,107.22830250557459,0.98,1.0,1.0296,1.0,1.0024196227156603
2025-01-01T13:00:00Z,11_031,104.92285086371186,0.98,1.0,1.0296,1.0,0.980867197553422
2025-01-01T14:00:00Z,11_031,104.62404076996124,0.98,1.0,1.0247,1.0,0.9827508216748697
2025-01-01T15:00:00Z,11_031,105.34523146453118,0.98,1.0,1.0197,1.0,0.9943771247075903
2025-01-01T16:00:00Z,11_031,105.41298367785943,0.98,1.0,1.025,1.0,0.9898716887966558
2025-01-01T17:00:00Z,11_031,106.30510680483061,0.98,1.0,1.02,1.0,1.0031424733259526
2025-01-01T18:00:00Z,11_031,105.02013530205579,0.98,1.0,1.0201,1.0,0.9909197592447879
2025-01-01T19:00:00Z,11_031,103.97355270754434,0.98,1.0,1.0151,1.0,0.9858769629866471
2025-01-01T20:00:00Z,11_031,106.471101674529,0.98,1.0,1.01,1.0,1.0146564876892155
2025-01-01T21:00:00Z,11_031,104.17793786674383,0.98,1.0,1.005,1.0,0.9977422369951346
2025-01-01T22:00:00Z,11_031,102.92472240095822,0.98,1.0,0.99,1.0,1.0006752820468792
2025-01-01T23:00:00Z,11_031,100.8777676617451,0.98,1.0,0.985,1.0,0.9857525181378655
2025-01-02T00:00:00Z,11_031,101.26205352603493,0.98,1.0,0.98,1.0,0.9945561727547482
2025-01-02T01:00:00Z,11_031,101.92926130799626,0.98,1.0,0.98,1.0,1.0011092258970986
2025-01-02T02:00:00Z,11_031,100.64442465460175,0.98,1.0,0.98,1.0,0.988490064225777
2025-01-02T03:00:00Z,11_031,102.72026859954727,0.98,1.0,0.985,1.0,1.0037569801834567
2025-01-02T04:00:00Z,11_031,102.23747756360962,0.98,1.0,0.99,1.0,0.9939936131008119
2025-01-02T05:00:00Z,11_031,103.07319948011803,0.98,1.0,0.995,1.0,0.9970830625020672
2025-01-02T06:00:00Z,11_031,102.23637914927546,0.98,1.0,0.99,1.0,0.993982933877706
2025-01-02T07:00:00Z,11_031,105.8080360590959,0.98,1.0,0.9999,1.0,1.0185227818450895
2025-01-02T08:00:00Z,11_031,104.89821114952318,0.98,1.0,1.0098,1.0,0.9998650277526206
2025-01-02T09:00:00Z,11_031,104.82037533681945,0.98,1.0,1.0197,1.0,0.989422890710441
2025-01-02T10:00:00Z,11_031,107.33607967315395,0.98,1.0,1.0247,1.0,1.0082254491210318
2025-01-02T11:00:00Z,11_031,105.66354666573392,0.98,1.0,1.0296,1.0,0.9877915635002897
2025-01-02T12:00:00Z,11_031,107.19289702445252,0.98,1.0,1.0296,1.0,1.0020886359500476
2025-01-02T13:00:00Z,11_031,104.87322785265252,0.98,1.0,1.0296,1.0,0.9804032987612022
2025-01-02T14:00:00Z,11_031,105.04640299432339,0.98,1.0,1.0247,1.0,0.9867181395110157
2025-01-02T15:00:00Z,11_031,106.14948068134673,0.98,1.0,1.0197,1.0,1.0019686123586913
2025-01-02T16:00:00Z,11_031,107.27796797824246,0.98,1.0,1.025,1.0,1.0073846657999541
2025-01-02T17:00:00Z,11_031,106.1536948845532,0.98,1.0,1.02,1.0,1.0017136828118998
2025-01-02T18:00:00Z,11_031,105.8599148324218,0.98,1.0,1.0201,1.0,0.9988435171761176
2025-01-02T19:00:00Z,11_031,105.14545768862887,0.98,1.0,1.0151,1.0,0.9969889630441071
2025-01-02T20:00:00Z,11_031,103.38169054807643,0.98,1.0,1.01,1.0,0.9852147800963257
2025-01-02T21:00:00Z,11_031,103.66206338630666,0.98,1.0,1.005,1.0,0.992801557916053
2025-01-02T22:00:00Z,11_031,102.38147485277558,0.98,1.0,0.99,1.0,0.9953936122904021
2025-01-02T23:00:00Z,11_031,103.41760948030688,0.98,1.0,0.985,1.0,1.0105712222621892
2025-01-03T00:00:00Z,11_031,101.65535259813066,0.98,0.995,0.98,1.0,1.0034361828956846
2025-01-03T01:00:00Z,11_031,99.52115502110773,0.98,0.995,0.98,1.0,0.9823695984463726
2025-01-03T02:00:00Z,11_031,101.63556291704414,0.98,0.995,0.98,1.0,1.003240839693948
2025-01-03T03:00:00Z,11_031,101.43200944209835,0.98,0.995,0.985,1.0,0.9961491771958368
2025-01-03T04:00:00Z,11_031,101.6482210809228,0.98,0.995,0.99,1.0,0.9932307799969404
2025-01-03T05:00:00Z,11_031,103.48702060342761,0.98,0.995,0.995,1.0,1.0061167628884087
2025-01-03T06:00:00Z,11_031,103.39612487161251,0.98,0.995,0.99,1.0,1.0103099952249595
2025-01-03T07:00:00Z,11_031,104.32701175768713,0.98,0.995,0.9999,1.0,1.009312801191162
2025-01-03T08:00:00Z,11_031,103.51176876116914,0.98,0.995,1.0098,1.0,0.9916078247677736
2025-01-03T09:00:00Z,11_031,105.08527491251806,0.98,0.995,1.0197,1.0,0.9969078762414878
2025-01-03T10:00:00Z,11_031,106.27899417036149,0.98,0.995,1.0247,1.0,1.0033126343140357
2025-01-03T11:00:00Z,11_031,107.472947186305,0.98,0.995,1.0296,1.0,1.0097554512712237
2025-01-03T12:00:00Z,11_031,105.92462202217501,0.98,0.995,1.0296,1.0,0.9952082576215471
2025-01-03T13:00:00Z,11_031,106.23702390248789,0.98,0.995,1.0296,1.0,0.9981434102333618
2025-01-03T14:00:00Z,11_031,104.75617359258307,0.98,0.995,1.0247,1.0,0.9889366502599397
2025-01-03T15:00:00Z,11_031,104.15028345902054,0.98,0.995,1.0197,1.0,0.9880379337591932
2025-01-03T16:00:00Z,11_031,106.82005064917809,0.98,0.995,1.025,1.0,1.008125258223942
2025-01-03T17:00:00Z,11_031,106.87228162536263,0.98,0.995,1.02,1.0,1.0135624002857082
2025-01-03T18:00:00Z,11_031,105.37663282004586,0.98,0.995,1.0201,1.0,0.9992798987841967
2025-01-03T19:00:00Z,11_031,105.98875988536163,0.98,0.995,1.0151,1.0,1.0100353289789203
2025-01-03T20:00:00Z,11_031,104.78606319160778,0.98,0.995,1.01,1.0,1.0036163602504764
2025-01-03T21:00:00Z,11_031,103.2213855080882,0.98,0.995,1.005,1.0,0.9935488024539487
2025-01-03T22:00:00Z,11_031,102.7108455955231,0.98,0.995,0.99,1.0,1.003613956055084
2025-01-03T23:00:00Z,11_031,103.39020820891709,0.98,0.995,0.985,1.0,1.0153803656646596
2025-01-04T00:00:00Z,11_031,100.76204877611863,0.98,0.99,0.98,1.0,0.9996417396089005
2025-01-04T01:00:00Z,11_031,102.37529279219704,0.98,0.99,0.98,1.0,1.0156464365581401
2025-01-04T02:00:00Z,11_031,98.15750588297273,0.98,0.99,0.98,1.0,0.9738025489591026
2025-01-04T03:00:00Z,11_031,102.14512655277575,0.98,0.99,0.985,1.0,1.0082190250437522
2025-01-04T04:00:00Z,11_031,101.91535059419986,0.98,0.99,0.99,1.0,1.0008704706823817
2025-01-04T05:00:00Z,11_031,102.03498267400172,0.98,0.99,0.995,1.0,0.9970099264953414
2025-01-04T06:00:00Z,11_031,101.9201504084395,0.98,0.99,0.99,1.0,1.000917607765355
2025-01-04T07:00:00Z,11_031,100.8008656959019,0.98,0.99,0.9999,1.0,0.9801243108539911
2025-01-04T08:00:00Z,11_031,103.63508933701056,0.98,0.99,1.0098,1.0,0.9978032811216249
2025-01-04T09:00:00Z,11_031,105.25605990288771,0.98,0.99,1.0197,1.0,1.0035711257151174
2025-01-04T10:00:00Z,11_031,106.95342927961809,0.98,0.99,1.0247,1.0,1.0147789404474152
2025-01-04T11:00:00Z,11_031,105.35093493137055,0.98,0.99,1.0296,1.0,0.9948172978172636
2025-01-04T12:00:00Z,11_031,105.04358899985425,0.98,0.99,1.0296,1.0,0.9919150639710681
2025-01-04T13:00:00Z,11_031,105.3684223473614,0.98,0.99,1.0296,1.0,0.9949824295641546
2025-01-04T14:00:00Z,11_031,106.36058646291116,0.98,0.99,1.0247,1.0,1.0091540211770207
2025-01-04T15:00:00Z,11_031,105.22631397206985,0.98,0.99,1.0197,1.0,1.0032875110965969
2025-01-04T16:00:00Z,11_031,104.86813931461747,0.98,0.99,1.025,1.0,0.9947023979623296
2025-01-04T17:00:00Z,11_031,105.45085244381454,0.98,0.99,1.02,1.0,1.0051326743311335
2025-01-04T18:00:00Z,11_031,105.02451327874168,0.98,0.99,1.0201,1.0,1.0009707754934805
2025-01-04T19:00:00Z,11_031,105.41972715266645,0.98,0.99,1.0151,1.0,1.0096864499053289
